Item,Unidad de negocio,Descripción Item,Fecha,UM,Tipo de Ítem,Grupo Inventario,Entradas Últ. 12 Meses,Salidas Últ. 12 Meses,Entradas Últ. 24 Meses,Salidas Últ. 24 Meses,"Entradas entre
12 y 24 Meses","Salidas entre
12 y 24 Meses",Entrada 12 meses y saldo,% entrada 12 meses / Saldo,Saldo,Valor STD (COP$),Valor Real (COP$),Cant. Backlog,Valor Backlog (R$),"Backlog ajustado cant.
(de acuerdo a inventario existente","Backlog ajustado valor
(de acuerdo a inventario existente",Cantidad en contratos,Inventario cubierto por contratos COP$,Total inventario no comprometido después de backlog,Total inventario no comprometido después de backlog y contratos,Agotamiento,Cant. Comprometida,Nuevo agotamiento,%,Categoría Provisión de Inventario,Valor Provisión
OPDE200-084093-C,TL,Producto OPDE200-084093-C,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45,1977387.35,1977387.35,0,0.0,0.0,0.0,,0,1977387.35,1977387.35,999.9,0.0,999.9,0.0,D,1977387.35
OPDE200-094104-C,TL,Producto OPDE200-094104-C,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,1071.0,1462.0,8365.0,10933.0,7294.0,9471.0,,5.983240223463687,179,1636045.4903,1636045.4903,524,4789317.5246,179.0,1636045.4903000002,,0,0.0,0.0,0.0,179.0,0.0,11.094972067039107,Regular,0.0
OPDE200-105117-C,TL,Producto OPDE200-105117-C,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,679.0,1007.0,692.0,1007.0,13.0,,0.0,315,2136911.9436,2136911.9436,0,0.0,0.0,0.0,,0,2136911.9436,2136911.9436,5.6,0.0,0.0,2.1555555555555554,Regular,0.0
OPDE200-132148-C,TL,Producto OPDE200-132148-C,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,10191.0,9140.0,10191.0,9140.0,,0.0,1051,6984986.989,6984986.989,7,46522.273,7.0,46522.273,,0,6938464.716,6938464.716,999.9,7.0,999.9,0.006660323501427201,C,3469232.358
OPDE200-149167-C,TL,Producto OPDE200-149167-C,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,1111.0,705.0,1285.0,710.0,174.0,5.0,,1.8959044368600682,586,7282500.4086,7282500.4086,45,559236.3795,45.0,559236.3795,,0,6723264.0291,6723264.0291,9.2,45.0,0.0,1.2798634812286689,Regular,0.0
OPDE200-168188,TL,Producto OPDE200-168188,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,2.0,0.0,2.0,311.0,0.0,311,3420130.7208,3420130.7208,1270,13966450.2103,311.0,3420130.7208,,0,0.0,0.0,999.9,311.0,999.9,4.083601286173634,C,0.0
OPDE200-168188-C,TL,Producto OPDE200-168188-C,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39,428891.0001,428891.0001,39,428891.0001,39.0,428891.0001,,0,0.0,0.0,999.9,39.0,999.9,1.0,D,0.0
ORM-8-M,TL,Producto ORM-8-M,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,272762.38,272762.38,0,0.0,0.0,0.0,,0,272762.38,272762.38,999.9,0.0,999.9,0.0,Muestra,0.0
P14-LF-M,TL,Producto P14-LF-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1,94359.83,94359.83,0,0.0,0.0,0.0,,0,94359.83,94359.83,999.9,0.0,999.9,0.0,Muestra,0.0
P6-45-M,TL,Producto P6-45-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1,145919.84,145919.84,0,0.0,0.0,0.0,,0,145919.84,145919.84,999.9,0.0,999.9,0.0,Muestra,0.0
P6-ECU-M,TL,Producto P6-ECU-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1,59944.77,59944.77,0,0.0,0.0,0.0,,0,59944.77,59944.77,999.9,0.0,999.9,0.0,Muestra,0.0
PA-EC-40-PT-M,TL,Producto PA-EC-40-PT-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1,54813.79,54813.79,0,0.0,0.0,0.0,,0,54813.79,54813.79,999.9,0.0,999.9,0.0,Muestra,0.0
PA-EC-40-RADSS-M,TL,Producto PA-EC-40-RADSS-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1,43175.25,43175.25,0,0.0,0.0,0.0,,0,43175.25,43175.25,999.9,0.0,999.9,0.0,Muestra,0.0
PAGMC2833RADSS-M,TL,Producto PAGMC2833RADSS-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1,29534.37,29534.37,0,0.0,0.0,0.0,,0,29534.37,29534.37,999.9,0.0,999.9,0.0,Muestra,0.0
PATCHCORD10SCAPM,TL,Producto PATCHCORD10SCAPM,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,37460.93,37460.93,0,0.0,0.0,0.0,,0,37460.93,37460.93,999.9,0.0,999.9,0.0,D,37460.93
PATCHCORD3SCAPCM,TL,Producto PATCHCORD3SCAPCM,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,29266.35,29266.35,0,0.0,0.0,0.0,,0,29266.35,29266.35,999.9,0.0,999.9,0.0,D,29266.35
PATCHCORD5SCAPCM,TL,Producto PATCHCORD5SCAPCM,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,29266.35,29266.35,0,0.0,0.0,0.0,,0,29266.35,29266.35,999.9,0.0,999.9,0.0,D,29266.35
PATCHORD1 SC/APC,TL,Producto PATCHORD1 SC/APC,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,5.0,2.0,5.0,2.0,,0.0,498,1902787.8318,1902787.8318,2,7641.7182,2.0,7641.7182,,0,1895146.1136,1895146.1136,999.9,2.0,999.9,0.004016064257028162,C,947573.0568
PATCHORD2 SC/APC,TL,Producto PATCHORD2 SC/APC,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,5.0,2.0,5.0,2.0,,0.0,1994,8252565.4471,8252565.4471,2,8277.3976,2.0,8277.39764002006,,0,8244288.049459981,8244288.049459981,999.9,2.0,999.9,0.0010030090270812808,C,4122144.0247299904
PAW-MC-28-33PT-M,TL,Producto PAW-MC-28-33PT-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1,31661.85,31661.85,0,0.0,0.0,0.0,,0,31661.85,31661.85,999.9,0.0,999.9,0.0,Muestra,0.0
PEPD100-09511340,TR,Producto PEPD100-09511340,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,13926.0,17281.0,20927.0,18077.0,7001.0,796.0,,9.99,0,0.0,0.0,5086,126490837.4636,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
PG-5423-M,DT,Producto PG-5423-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,5.0,0.0,5.0,0.0,,0.0,5,500582.65,500582.65,0,0.0,0.0,0.0,,0,500582.65,500582.65,999.9,0.0,999.9,0.0,Muestra,0.0
PG-5518-M,DT,Producto PG-5518-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,5.0,0.0,5.0,0.0,,0.0,5,938592.45,938592.45,0,0.0,0.0,0.0,,0,938592.45,938592.45,999.9,0.0,999.9,0.0,Muestra,0.0
PG-5718-M,DT,Producto PG-5718-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,5.0,0.0,5.0,0.0,,0.0,5,938592.45,938592.45,0,0.0,0.0,0.0,,0,938592.45,938592.45,999.9,0.0,999.9,0.0,Muestra,0.0
PG-5718P-M,DT,Producto PG-5718P-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,5.0,0.0,5.0,0.0,,0.0,5,938592.45,938592.45,0,0.0,0.0,0.0,,0,938592.45,938592.45,999.9,0.0,999.9,0.0,Muestra,0.0
PG-5750,DT,Producto PG-5750,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,14.0,0.0,17.0,0.0,3.0,1.0,0.0,1,12628.0007,12628.0007,0,0.0,0.0,0.0,,0,12628.0007,12628.0007,0.9,0.0,0.0,14.0,Regular,0.0
PG-5750E,DT,Producto PG-5750E,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,520.0,2042.0,30520.0,15160.0,30000.0,13118.0,,0.033854166666666664,15360,251248643.1744,251248643.1744,31,507077.3397,31.0,507077.33973999997,,0,250741565.83466,250741565.83466,90.1,31.0,78.08227228207639,0.13496093750000004,B,75222469.750398
PG-6000SC-M,DT,Producto PG-6000SC-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,5.0,0.0,5.0,0.0,,0.0,5,438009.8,438009.8,0,0.0,0.0,0.0,,0,438009.8,438009.8,999.9,0.0,999.9,0.0,Muestra,0.0
PGMS3921-M,DT,Producto PGMS3921-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,5.0,0.0,5.0,0.0,,0.0,5,750873.96,750873.96,0,0.0,0.0,0.0,,0,750873.96,750873.96,999.9,0.0,999.9,0.0,Muestra,0.0
PGO-101,TL,Producto PGO-101,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,2467.0,2312.0,8043.0,7134.0,5576.0,4822.0,,1.5200246457178066,1623,28921091.7692,28921091.7692,280,4989467.4648,280.0,4989467.464803451,,0,23931624.30439655,23931624.30439655,7.0,280.0,0.0,1.5970425138632163,Regular,0.0
PIGTAIL1 SC/APC,TL,Producto PIGTAIL1 SC/APC,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,3.0,5.0,5.0,5.0,2.0,,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
PMAX-ZB-M,NB,Producto PMAX-ZB-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1,37418.56,37418.56,0,0.0,0.0,0.0,,0,37418.56,37418.56,999.9,0.0,999.9,0.0,Muestra,0.0
PNLL-PP0506,TL,Producto PNLL-PP0506,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,6250.0,6000.0,6250.0,6000.0,,0.0,250,341842.2975,341842.2975,0,0.0,0.0,0.0,,0,341842.2975,341842.2975,999.9,0.0,999.9,0.0,C,170921.14875
PPP-0104,TR,Producto PPP-0104,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,560.0,0.0,865.0,0.0,305.0,165.0,0.0,165,836715.0,836715.0,0,0.0,0.0,0.0,,0,836715.0,836715.0,3.5,0.0,0.0,3.393939393939394,Regular,0.0
PPP-0203,TR,Producto PPP-0203,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,60.0,103.0,266.0,103.0,206.0,,0.0,2517,54096569.4416,54096569.4416,0,0.0,0.0,0.0,,0,54096569.4416,54096569.4416,503.4,0.0,491.4,0.023837902264600697,B,16228970.83248
PPP-0204,TR,Producto PPP-0204,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,5548.0,5493.0,16919.0,16681.0,11371.0,11188.0,,23.310924369747898,238,4399649.7621,4399649.7621,120,2218310.8044,120.0,2218310.804420168,,0,2181338.957679832,2181338.957679832,0.3,120.0,0.0,23.584033613445378,Regular,0.0
PR-0141-L,TR,Producto PR-0141-L,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,210,1664911.0002,1664911.0002,0,0.0,0.0,0.0,,0,1664911.0002,1664911.0002,999.9,0.0,999.9,0.0,D,1664911.0002
Prensa cable,TL,Producto Prensa cable,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,2000,2373023.04,2373023.04,0,0.0,0.0,0.0,,0,2373023.04,2373023.04,999.9,0.0,999.9,0.0,D,2373023.04
PTO AL,TL,Producto PTO AL,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,3.0,6.0,6.0,6.0,3.0,,0.0,470,1705277.9136,1705277.9136,5,18141.2544,5.0,18141.2544,,0,1687136.6592,1687136.6592,999.9,5.0,999.9,0.017021276595744705,B,506140.99776
PTO-Y-1,TL,Producto PTO-Y-1,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,20.0,4.0,20.0,4.0,,0.0,16,3592.464,3592.464,2,449.058,2.0,449.058,,0,3143.406,3143.406,999.9,2.0,999.9,0.125,C,1571.703
RAPTOR-LED-W-M,TR,Producto RAPTOR-LED-W-M,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,3.0,1.0,3.0,1.0,,0.0,2,224529.0,224529.0,0,0.0,0.0,0.0,,0,224529.0,224529.0,999.9,0.0,999.9,0.0,Muestra,0.0
RESERVA AEREA,TL,Producto RESERVA AEREA,2025-04-30,PZ,Materia Prima,COMPONENTES,0.0,0.0,0.0,619.0,0.0,619.0,9.0,0.0,9,213628.53,213628.53,0,0.0,0.0,0.0,,0,213628.53,213628.53,999.9,1.0,999.9,0.0,C,106814.265
RESERVA CEO I II,TL,Producto RESERVA CEO I II,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,270,2723043.9303,2723043.9303,8,80682.7831,8.0,80682.78312000001,,0,2642361.1471800003,2642361.1471800003,999.9,8.0,999.9,0.029629629629629672,D,2642361.1471800003
RPG-5618-M,TL,Producto RPG-5618-M,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,5.0,0.0,5.0,0.0,,0.0,5,1126310.94,1126310.94,0,0.0,0.0,0.0,,0,1126310.94,1126310.94,999.9,0.0,999.9,0.0,Muestra,0.0
RS-2105,DT,Producto RS-2105,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,127620.58,127620.58,0,0.0,0.0,0.0,,0,127620.58,127620.58,999.9,0.0,999.9,0.0,D,127620.58
RS-2107,DT,Producto RS-2107,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,148534.99,148534.99,0,0.0,0.0,0.0,,0,148534.99,148534.99,999.9,0.0,999.9,0.0,D,148534.99
RS-2109,DT,Producto RS-2109,2025-04-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,194418.64,194418.64,0,0.0,0.0,0.0,,0,194418.64,194418.64,999.9,0.0,999.9,0.0,D,194418.64
RT8-006P,TL,Producto RT8-006P,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5,2408.0,2408.0,0,0.0,0.0,0.0,,0,2408.0,2408.0,999.9,0.0,999.9,0.0,D,2408.0
RTC-005-C,TL,Producto RTC-005-C,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5,2408.0,2408.0,0,0.0,0.0,0.0,,0,2408.0,2408.0,999.9,0.0,999.9,0.0,D,2408.0
RTC-005-P,TL,Producto RTC-005-P,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5,2408.0,2408.0,0,0.0,0.0,0.0,,0,2408.0,2408.0,999.9,0.0,999.9,0.0,D,2408.0
SCA-0011-H-C-M,TL,Producto SCA-0011-H-C-M,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,100.0,0.0,100.0,15.0,0.0,15,50817.93,50817.93,0,0.0,0.0,0.0,,0,50817.93,50817.93,999.9,0.0,999.9,0.0,Muestra,0.0
SCA-0011-M,TL,Producto SCA-0011-M,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10,19218.75,19218.75,0,0.0,0.0,0.0,,0,19218.75,19218.75,999.9,0.0,999.9,0.0,Muestra,0.0
SDC-120-M,TL,Producto SDC-120-M,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10,15000.0,15000.0,0,0.0,0.0,0.0,,0,15000.0,15000.0,999.9,0.0,999.9,0.0,Muestra,0.0
SG-4502-H-M,DT,Producto SG-4502-H-M,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,4800.0,4800.0,0,0.0,0.0,0.0,,0,4800.0,4800.0,999.9,0.0,999.9,0.0,Muestra,0.0
SIPA 72 + 3 EXT,TL,Producto SIPA 72 + 3 EXT,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,11531.25,11531.25,0,0.0,0.0,0.0,,0,11531.25,11531.25,999.9,0.0,999.9,0.0,D,11531.25
SIPA 76,TL,Producto SIPA 76,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,980.0,0.0,980,1993237.4546,1993237.4546,0,0.0,0.0,0.0,,0,1993237.4546,1993237.4546,999.9,0.0,999.9,0.0,D,1993237.4546
SIPA-01,TL,Producto SIPA-01,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,16693.0,20291.0,34449.0,20291.0,17756.0,,0.0,2482,18893680.3003,18893680.3003,143494,1092316583.8068,2482.0,18893680.3003,,0,0.0,0.0,0.0,2482.0,0.0,64.53948428686543,Regular,0.0
SIPA-01 + 2 EXT,TL,Producto SIPA-01 + 2 EXT,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,893.0,693.0,1914.0,1714.0,1021.0,1021.0,,9.99,0,0.0,0.0,193,3739027.0403,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
SIPA-01-M,TL,Producto SIPA-01-M,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,20.0,8.0,20.0,8.0,,0.0,12,46476.66,46476.66,0,0.0,0.0,0.0,,0,46476.66,46476.66,999.9,0.0,999.9,0.0,Muestra,0.0
SIPA-72+4-EXT-M,TL,Producto SIPA-72+4-EXT-M,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,7687.5,7687.5,0,0.0,0.0,0.0,,0,7687.5,7687.5,999.9,0.0,999.9,0.0,Muestra,0.0
SIPA-73-M,TL,Producto SIPA-73-M,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7,31142.79,31142.79,0,0.0,0.0,0.0,,0,31142.79,31142.79,999.9,0.0,999.9,0.0,Muestra,0.0
SIPA-83,TL,Producto SIPA-83,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,367967.0,288110.0,516093.0,433585.0,148126.0,145475.0,,3.5253985590557217,104376,397543466.7194,397543466.7194,53936,205429451.4158,53936.0,205429451.41581932,,0,192114015.30358067,192114015.30358067,2.1,54088.0,0.0,3.2770560282057177,Regular,0.0
SIPA-84,TL,Producto SIPA-84,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,95362.0,133041.0,285981.0,261869.0,190619.0,128828.0,,3.7976185735335113,25111,152952640.0532,152952640.0532,23486,143054665.4569,23486.0,143054665.45694938,,0,9897974.596250623,9897974.596250623,0.0,25111.0,0.0,6.233403687626937,Regular,0.0
SIPA-84-EXT,TL,Producto SIPA-84-EXT,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,3039.0,1014.0,3039.0,1014.0,0.0,0.0,-1014.0,1.5007407407407407,2025,22459587.0525,22459587.0525,0,0.0,0.0,0.0,,0,22459587.0525,22459587.0525,0.0,2025.0,11.964497041420119,0.5007407407407407,Regular,0.0
SIPARDRDN-01,TL,Producto SIPARDRDN-01,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,25214.0,24233.0,25214.0,24233.0,0.0,0.0,-25214.0,9.99,0,0.0,0.0,1050,6700531.425,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
SIPARDRDP-02,TL,Producto SIPARDRDP-02,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,109985.0,88118.0,109985.0,88118.0,0.0,0.0,-109984.0,109985.0,1,5445.97,5445.97,0,0.0,0.0,0.0,,0,5445.97,5445.97,0.0,0.0,0.0,88118.0,Regular,0.0
SIPARRP-01,TL,Producto SIPARRP-01,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,3.0,3.0,2137.0,2137.0,2134.0,2134.0,,9.99,0,0.0,0.0,3,15472.43,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
SOPORTE CTO-C,TL,Producto SOPORTE CTO-C,2025-04-30,PZ,Materia Prima,COMPONENTES,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100,872187.71,872187.71,0,0.0,0.0,0.0,,0,872187.71,872187.71,999.9,1.0,999.9,0.0,D,872187.71
SP-01,TL,Producto SP-01,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,250.0,540.0,250.0,540.0,,0.0,1704,2570254.1134,2570254.1134,0,0.0,0.0,0.0,,0,2570254.1134,2570254.1134,999.9,0.0,999.9,0.0,C,1285127.0567
SPL-1310-H-M,TL,Producto SPL-1310-H-M,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,4800.0,4800.0,0,0.0,0.0,0.0,,0,4800.0,4800.0,999.9,0.0,999.9,0.0,Muestra,0.0
SPL-5300-H,TL,Producto SPL-5300-H,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,2.0,6.0,8.0,6.0,6.0,,0.0,4,5423.1,5423.1,0,0.0,0.0,0.0,,0,5423.1,5423.1,24.0,0.0,12.0,0.5,B,1626.93
SPL-5300-H-M,TL,Producto SPL-5300-H-M,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6,7679.13,7679.13,75,95989.125,6.0,7679.13,,0,0.0,0.0,999.9,6.0,999.9,12.5,Muestra,0.0
SPLITTER 1:8,TL,Producto SPLITTER 1:8,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,3995.0,0.0,3995,48095117.7402,48095117.7402,3,36116.4839,3.0,36116.48391003755,,0,48059001.25628996,48059001.25628996,999.9,3.0,999.9,0.000750938673341639,D,48059001.25628996
SPLITTER 1:8 CON,TL,Producto SPLITTER 1:8 CON,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,4996.0,0.0,4996,135637148.2541,135637148.2541,1,27149.149,1.0,27149.148969995997,,0,135609999.10513,135609999.10513,999.9,1.0,999.9,0.00020016012810253336,D,135609999.10513
SPLITTER1:16-C-M,TL,Producto SPLITTER1:16-C-M,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6,481054.41,481054.41,0,0.0,0.0,0.0,,0,481054.41,481054.41,999.9,0.0,999.9,0.0,Muestra,0.0
SRDO-1 PLP,TL,Producto SRDO-1 PLP,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,35.0,0.0,35.0,25.0,0.0,25,22879.73,22879.73,7,6406.3244,7.0,6406.3244,,0,16473.4056,16473.4056,999.9,7.0,999.9,0.28,C,8236.7028
SRDO-2 PLP,TL,Producto SRDO-2 PLP,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,194700.0,199580.0,664900.0,745643.0,470200.0,546063.0,,97350.0,2,1535.0273,1535.0273,196939,151153370.7174,2.0,1535.0273,,0,0.0,0.0,0.0,2.0,0.0,198259.5,Regular,0.0
SRDO-4 PLP,TL,Producto SRDO-4 PLP,2025-04-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,530.0,500.0,530.0,500.0,,0.0,30,57.0,57.0,0,0.0,0.0,0.0,,0,57.0,57.0,999.9,0.0,999.9,0.0,C,28.5
SSMS-0125-L-M,TR,Producto SSMS-0125-L-M,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5,2521.0,2521.0,0,0.0,0.0,0.0,,0,2521.0,2521.0,999.9,0.0,999.9,0.0,Muestra,0.0
SSMS-0126-L-M,TR,Producto SSMS-0126-L-M,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8,4030.22,4030.22,0,0.0,0.0,0.0,,0,4030.22,4030.22,999.9,0.0,999.9,0.0,Muestra,0.0
SSMS-4119-W-M,TR,Producto SSMS-4119-W-M,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6,12000.0,12000.0,0,0.0,0.0,0.0,,0,12000.0,12000.0,999.9,0.0,999.9,0.0,Muestra,0.0
STC-1253-H-M,DT,Producto STC-1253-H-M,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,6096.0,6096.0,0,0.0,0.0,0.0,,0,6096.0,6096.0,999.9,0.0,999.9,0.0,Muestra,0.0
STC-1255-H,DT,Producto STC-1255-H,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,50.0,0.0,50.0,309.0,0.0,309,779555.5021,779555.5021,0,0.0,0.0,0.0,,0,779555.5021,779555.5021,999.9,0.0,999.9,0.0,C,389777.75105
STC-1258-S,DT,Producto STC-1258-S,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,75.0,0.0,75.0,420.0,0.0,420,1528016.847,1528016.847,1,3638.1354,1.0,3638.13535,,0,1524378.71165,1524378.71165,999.9,1.0,999.9,0.0023809523809523725,C,762189.355825
STC-1259-S,DT,Producto STC-1259-S,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,8322.79,8322.79,0,0.0,0.0,0.0,,0,8322.79,8322.79,999.9,0.0,999.9,0.0,D,8322.79
STC-1260-S,DT,Producto STC-1260-S,2025-04-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,37624.92,37624.92,0,0.0,0.0,0.0,,0,37624.92,37624.92,999.9,0.0,999.9,0.0,D,37624.92
