Item,Unidad de negocio,Descripción Item,Fecha,UM,Tipo de Ítem,Grupo Inventario,Entradas Últ. 12 Meses,Salidas Últ. 12 Meses,Entradas Últ. 24 Meses,Salidas Últ. 24 Meses,"Entradas entre
12 y 24 Meses","Salidas entre
12 y 24 Meses",Entrada 12 meses y saldo,% entrada 12 meses / Saldo,Saldo,Valor STD (COP$),Valor Real (COP$),Cant. Backlog,Valor Backlog (R$),"Backlog ajustado cant.
(de acuerdo a inventario existente","Backlog ajustado valor
(de acuerdo a inventario existente",Cantidad en contratos,Inventario cubierto por contratos COP$,Total inventario no comprometido después de backlog,Total inventario no comprometido después de backlog y contratos,Agotamiento,Cant. Comprometida,Nuevo agotamiento,%,Categoría Provisión de Inventario,Valor Provisión
SRDO-2 PLP,TL,Producto SRDO-2 PLP,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,350000.0,145406.0,655500.0,607379.0,305500.0,461973.0,,1.6709315204522017,209464,136240538.4144,136240538.4144,156407,101730960.4122,156407.0,101730960.4122,,0,34509578.00220001,34509578.00220001,4.4,156407.0,0.0,1.440882442806401,Regular,0.0
SRDO-4 PLP,TL,Producto SRDO-4 PLP,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,18.0,530.0,518.0,530.0,500.0,,0.0,12,22.8,22.8,0,0.0,0.0,0.0,,0,22.8,22.8,8.0,0.0,0.0,1.5,Regular,0.0
SSMS-0125-L-M,TR,Producto SSMS-0125-L-M,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5,2521.0,2521.0,0,0.0,0.0,0.0,,0,2521.0,2521.0,999.9,0.0,999.9,0.0,Muestra,0.0
SSMS-4119-W-M,TR,Producto SSMS-4119-W-M,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6,12000.0,12000.0,0,0.0,0.0,0.0,,0,12000.0,12000.0,999.9,0.0,999.9,0.0,Muestra,0.0
STC-1255-H,DT,Producto STC-1255-H,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,50.0,0.0,50.0,309.0,0.0,309,779555.5021,779555.5021,0,0.0,0.0,0.0,,0,779555.5021,779555.5021,999.9,0.0,999.9,0.0,C,389777.75105
STC-1258-S,DT,Producto STC-1258-S,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,75.0,0.0,75.0,420.0,0.0,420,1528016.8512,1528016.8512,1,3638.1354,1.0,3638.1353599999998,,0,1524378.71584,1524378.71584,999.9,1.0,999.9,0.0023809523809523725,C,762189.35792
STF-1155-H-C,DT,Producto STF-1155-H-C,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,320.0,450.0,320.0,521.0,0.0,71.0,-32.0,1.1111111111111112,288,1872342.4176,1872342.4176,0,0.0,0.0,0.0,,0,1872342.4176,1872342.4176,7.7,0.0,0.0,1.5625,Regular,0.0
STF-1155-S,DT,Producto STF-1155-S,2025-09-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,1.0,1.0,5.0,1.0,4.0,,0.0,4,32159.624,32159.624,3,24119.718,3.0,24119.718,,0,8039.905999999999,8039.905999999999,12.0,3.0,0.0,1.0,Regular,0.0
STF-1158-S,DT,Producto STF-1158-S,2025-09-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,300.0,8.0,300.0,8.0,,0.0,300,1787009.49,1787009.49,0,0.0,0.0,0.0,,0,1787009.49,1787009.49,999.9,0.0,999.9,0.0,C,893504.745
STF-1160-H-C,DT,Producto STF-1160-H-C,2025-09-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,66.0,0.0,66.0,0.0,0.0,28.0,0.0,28,370619.9624,370619.9624,0,0.0,0.0,0.0,,0,370619.9624,370619.9624,5.1,0.0,0.0,2.357142857142857,Regular,0.0
STF-1160-S,DT,Producto STF-1160-S,2025-09-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8,83894.69,83894.69,1,10486.8363,1.0,10486.83625,,0,73407.85375000001,73407.85375000001,999.9,1.0,999.9,0.125,D,73407.85375000001
STP-L4-48F-M,TL,Producto STP-L4-48F-M,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,1.0,1.0,1.0,1.0,0.0,,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Muestra,0.0
STP-L4-96F,TL,Producto STP-L4-96F,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,1.0,1.0,1.0,1.0,0.0,,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
SU-01,TL,Producto SU-01,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,88.0,176.0,88.0,176.0,,0.0,55,2634060.2602,2634060.2602,0,0.0,0.0,0.0,,0,2634060.2602,2634060.2602,999.9,0.0,999.9,0.0,C,1317030.1301
SUP BAND CEO II,TL,Producto SUP BAND CEO II,2025-09-30,PZ,Materia Prima,COMPONENTES,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200,7932135.01,7932135.01,0,0.0,0.0,0.0,,0,7932135.01,7932135.01,999.9,0.0,999.9,0.0,D,7932135.01
SVD-0104,TR,Producto SVD-0104,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,48.0,1.0,196.0,202.0,148.0,201.0,,0.9411764705882353,51,496003.0306,496003.0306,0,0.0,0.0,0.0,,0,496003.0306,496003.0306,612.0,0.0,600.0,0.019607843137254943,Regular,0.0
SVD-0105,TR,Producto SVD-0105,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,566.0,566.0,772.0,980.0,206.0,414.0,,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
SVD-0106,TR,Producto SVD-0106,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,12.0,12.0,12.0,12.0,0.0,0.0,-10.0,6.0,2,64261.04,64261.04,0,0.0,0.0,0.0,,0,64261.04,64261.04,2.0,0.0,0.0,6.0,Regular,0.0
SVD-2274,TL,Producto SVD-2274,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,2439.0,3000.0,3019.0,3000.0,580.0,,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
SVD-9862,TL,Producto SVD-9862,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,27.0,186.0,47.0,1033.0,20.0,847.0,,0.01143099068585944,2362,23068849.4319,23068849.4319,0,0.0,0.0,0.0,,0,23068849.4319,23068849.4319,152.4,0.0,140.38709677419354,0.07874682472480954,B,6920654.829569999
TAPA839CX57FDDE,PR,Producto TAPA839CX57FDDE,2025-09-30,UN,Embalagens,EMBALAGEM,0.0,281.0,0.0,281.0,0.0,0.0,427.0,0.0,427,1545313.0,1545313.0,0,0.0,0.0,0.0,,0,1545313.0,1545313.0,18.2,0.0,6.234875444839858,0.6580796252927401,A,231796.94999999998
THEX58,TL,Producto THEX58,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100,21100.0,21100.0,0,0.0,0.0,0.0,,0,21100.0,21100.0,999.9,0.0,999.9,0.0,D,21100.0
THEXTG2058,TL,Producto THEXTG2058,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,3470.0,5876.0,15370.0,15370.0,11900.0,9494.0,,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
THINER,PR,Producto THINER,2025-09-30,KG,Materia Prima,MATERIA PRIMA,2010.0,2130.1,4383.0,4392.5,2373.0,2262.4,,5.775862068965517,348,3204083.8535,3204083.8535,0,0.0,0.0,0.0,,0,3204083.8535,3204083.8535,2.0,0.0,0.0,6.1209770114942526,Regular,0.0
TORNCARRIA3,TL,Producto TORNCARRIA3,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,3470.0,5770.0,15025.0,15264.0,11555.0,9494.0,,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
TTC-1102,DT,Producto TTC-1102,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,1.0,2.0,1.0,2.0,,0.0,209,3023015.2105,3023015.2105,3,43392.5628,3.0,43392.56283014354,,0,2979622.6476698564,2979622.6476698564,999.9,3.0,999.9,0.014354066985645897,C,1489811.3238349282
TTC-1103,DT,Producto TTC-1103,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,480,6092670.0624,6092670.0624,0,0.0,0.0,0.0,,0,6092670.0624,6092670.0624,999.9,0.0,999.9,0.0,D,6092670.0624
TTC-1105,DT,Producto TTC-1105,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,1.0,0.0,1.0,0.0,0.0,27.0,0.0,27,416546.2992,416546.2992,0,0.0,0.0,0.0,,0,416546.2992,416546.2992,324.0,0.0,312.0,0.03703703703703709,B,124963.88975999999
TTF-1202,DT,Producto TTF-1202,2025-09-30,UN,Acabados,PRODUCTOS TERMINADOS,100.0,100.0,6116.0,5648.0,6016.0,5548.0,,0.1865671641791045,536,6807725.7356,6807725.7356,1,12700.9809,1.0,12700.98085,,0,6795024.75475,6795024.75475,64.2,1.0,52.2,0.18843283582089554,B,2038507.426425
TTF-1203,DT,Producto TTF-1203,2025-09-30,UN,Acabados,PRODUCTOS TERMINADOS,600.0,901.0,600.0,904.0,0.0,3.0,2209.0,0.21359914560341758,2809,46160105.988,46160105.988,0,0.0,0.0,0.0,,0,46160105.988,46160105.988,37.4,0.0,25.41176470588235,0.3207547169811321,B,13848031.7964
TTF-1204,DT,Producto TTF-1204,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,123.0,243.0,2756.0,2005.0,2633.0,1762.0,,0.13914027149321267,884,12728399.8374,12728399.8374,0,0.0,0.0,0.0,,0,12728399.8374,12728399.8374,43.7,0.0,31.65432098765432,0.2748868778280543,B,3818519.95122
TUB-102,TL,Producto TUB-102,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,256,319189.76,319189.76,0,0.0,0.0,0.0,,0,319189.76,319189.76,999.9,0.0,999.9,0.0,D,319189.76
TUERCA OJO 5/8,TL,Producto TUERCA OJO 5/8,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,2505.0,1915.0,3987.0,4054.0,1482.0,2139.0,,2.5303030303030303,990,6435780.3972,6435780.3972,143,929612.724,143.0,929612.72404,,0,5506167.67316,5506167.67316,5.3,143.0,0.0,2.078787878787879,Regular,0.0
URM-LH-24C-UNI-M,TL,Producto URM-LH-24C-UNI-M,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,564021.1,564021.1,0,0.0,0.0,0.0,,0,564021.1,564021.1,999.9,0.0,999.9,0.0,Muestra,0.0
URM-SH-24-CM-M,TL,Producto URM-SH-24-CM-M,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,585912.33,585912.33,0,0.0,0.0,0.0,,0,585912.33,585912.33,999.9,0.0,999.9,0.0,Muestra,0.0
UTC-1105-S,DT,Producto UTC-1105-S,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,1500.0,430.0,2500.0,2482.0,1000.0,2052.0,,0.683371298405467,2195,9469239.1751,9469239.1751,1,4314.0042,1.0,4314.00418,,0,9464925.170920001,9464925.170920001,61.2,1.0,49.22790697674419,0.19635535307517082,Regular,0.0
UTC-1105H-NBR,DT,Producto UTC-1105H-NBR,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,2.0,0.0,2.0,148.0,0.0,148,214304.0,214304.0,0,0.0,0.0,0.0,,0,214304.0,214304.0,999.9,0.0,999.9,0.0,C,107152.0
UTC-1108-S,DT,Producto UTC-1108-S,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,25.0,0.0,25.0,0.0,0.0,231.0,0.0,231,1018309.6862,1018309.6862,1,4408.267,1.0,4408.26703982684,,0,1013901.4191601732,1013901.4191601732,110.4,1.0,98.4,0.11255411255411252,B,304170.42574805196
UTC-1110-S,DT,Producto UTC-1110-S,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0.0,604,3996300.5022,3996300.5022,0,0.0,0.0,0.0,,0,3996300.5022,3996300.5022,999.9,0.0,999.9,0.0,D,3996300.5022
UTC-1112-S,DT,Producto UTC-1112-S,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,200.0,130.0,200.0,130.0,0.0,0.0,-130.0,2.857142857142857,70,436041.1552,436041.1552,0,0.0,0.0,0.0,,0,436041.1552,436041.1552,6.5,0.0,0.0,1.8571428571428572,Regular,0.0
UTF-1203-S,DT,Producto UTF-1203-S,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,500.0,0.0,500.0,0.0,0.0,0.0,200.0,0.7142857142857143,700,2677309.95,2677309.95,0,0.0,0.0,0.0,,0,2677309.95,2677309.95,0.0,0.0,999.9,0.0,Regular,0.0
UTF-1205-H,DT,Producto UTF-1205-H,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,6.0,0.0,8.0,0.0,2.0,6.0,0.0,6,16101.585,16101.585,0,0.0,0.0,0.0,,0,16101.585,16101.585,12.0,0.0,0.0,1.0,Regular,0.0
UTF-1205-S,DT,Producto UTF-1205-S,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,9000.0,5264.0,15454.0,11978.0,6454.0,6714.0,,1.3426823810234223,6703,25576469.3909,25576469.3909,1,3815.675,1.0,3815.6749799940326,,0,25572653.71592001,25572653.71592001,15.3,1.0,3.278115501519757,0.7854691928987021,Regular,0.0
UTF-1208-S,DT,Producto UTF-1208-S,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,7637.0,3903.0,13501.0,9190.0,5864.0,5287.0,,1.6132234896493451,4734,25044446.2687,25044446.2687,3,15871.0052,3.0,15871.005239987326,,0,25028575.263460014,25028575.263460014,14.5,3.0,2.5457340507302075,0.8250950570342206,Regular,0.0
UTF-1209-S,DT,Producto UTF-1209-S,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,0.0,12.0,2976.0,3264.0,2976.0,3252.0,,0.0,692,4481886.6139,4481886.6139,1476,9559630.9858,692.0,4481886.6139,,0,0.0,0.0,0.0,692.0,0.0,2.1502890173410405,Regular,0.0
UTF-1210-S,DT,Producto UTF-1210-S,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,200.0,237.0,1262.0,1558.0,1062.0,1321.0,,0.5221932114882507,383,2727276.0478,2727276.0478,0,0.0,0.0,0.0,,0,2727276.0478,2727276.0478,19.4,0.0,7.3924050632911396,0.618798955613577,Regular,0.0
UTF-1212-S,DT,Producto UTF-1212-S,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,2148.0,1521.0,2906.0,2733.0,758.0,1212.0,,3.425837320574163,627,4135629.1307,4135629.1307,0,0.0,0.0,0.0,,0,4135629.1307,4135629.1307,4.9,0.0,0.0,2.4258373205741623,Regular,0.0
UTF-1214-S,DT,Producto UTF-1214-S,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,109.0,109.0,109.0,109.0,0.0,0.0,-109.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
VAR-RO12-138,TL,Producto VAR-RO12-138,2025-09-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,400.0,1560.0,1760.0,1560.0,1360.0,,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
VSD-2016,TR,Producto VSD-2016,2025-09-30,UN,Acabados,PRODUCTOS TERMINADOS,344.0,344.0,344.0,344.0,0.0,0.0,-344.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
VSD-2025,TR,Producto VSD-2025,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,10.0,10.0,1420.0,1455.0,1410.0,1445.0,,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
VSDI-4032,TR,Producto VSDI-4032,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,42.0,42.0,117.0,192.0,75.0,150.0,,5.25,8,2289249.0,2289249.0,0,0.0,0.0,0.0,,0,2289249.0,2289249.0,2.3,0.0,0.0,5.25,Regular,0.0
WASATG0034,TL,Producto WASATG0034,2025-09-30,un,Acabados,PRODUCTOS TERMINADOS,3470.0,5876.0,15370.0,15370.0,11900.0,9494.0,,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
WEEB-11.5-M,NB,Producto WEEB-11.5-M,2025-09-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1,17645.54,17645.54,0,0.0,0.0,0.0,,0,17645.54,17645.54,999.9,0.0,999.9,0.0,Muestra,0.0
WEEB-DPF-M,NB,Producto WEEB-DPF-M,2025-09-30,UN,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1,14391.76,14391.76,0,0.0,0.0,0.0,,0,14391.76,14391.76,999.9,0.0,999.9,0.0,Muestra,0.0
WGL-1100-H-M,DT,Producto WGL-1100-H-M,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,79,101817.9998,101817.9998,0,0.0,0.0,0.0,,0,101817.9998,101817.9998,999.9,0.0,999.9,0.0,Muestra,0.0
WGL-1103-H-M,DT,Producto WGL-1103-H-M,2025-09-30,PZ,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40,79113.0,79113.0,0,0.0,0.0,0.0,,0,79113.0,79113.0,999.9,0.0,999.9,0.0,Muestra,0.0
00030086,PR,Producto 00030086,2025-08-31,KG,Materia Prima,MATERIA PRIMA,9152.0,1370.6,9152.0,1519.0,0.0,148.4000000000001,-1014.0,1.1246006389776357,8138,123408468.2532,123408468.2532,0,0.0,0.0,0.0,,0,123408468.2532,123408468.2532,51.4,2266.7696,59.25054720560338,0.16841975915458351,Regular,0.0
00030102,PR,Producto 00030102,2025-08-31,KG,Materia Prima,MATERIA PRIMA,4996.0,5944.0,4996.0,10399.94,0.0,4455.9400000000005,569.3940000000002,0.8976902623605804,5565.394,83918094.5725,83918094.5725,2600,39204240.686,2600.0,39204240.686014324,,0,44713853.88648568,44713853.88648568,6.0,2616.5055,0.0,1.5352012813468372,Regular,0.0
00030121,PR,Producto 00030121,2025-08-31,KG,Materia Prima,MATERIA PRIMA,23912.0,10523.512,23912.0,17631.812,0.0,7108.300000000001,7911.468000000001,0.7513951653540714,31823.468,481183982.7529,481183982.7529,16500,249486816.315,16500.0,249486816.31501788,,0,231697166.43788213,231697166.43788213,16.0,17793.76,5.473407736884797,0.8491692985817888,Regular,0.0
00030121-PLPBR,PR,Producto 00030121-PLPBR,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,2957.288,0.0,7589.288,0.0,4632.0,0.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
00030136,PR,Producto 00030136,2025-08-31,KG,Materia Prima,MATERIA PRIMA,12238.0,2258.005,12238.0,6522.318,0.0,4264.313,-2258.004999999999,1.2262531193652901,9979.995,140117290.7863,140117290.7863,1200,16847778.876,1200.0,16847778.87599743,,0,123269511.91030258,123269511.91030258,33.0,3766.959,34.66063184093924,0.34649366056796616,Regular,0.0
00030146,PR,Producto 00030146,2025-08-31,KG,Materia Prima,MATERIA PRIMA,7016.0,1500.6,7016.0,1893.6,0.0,393.0,1784.1059999999998,0.7972631238760078,8800.106,124723422.9082,124723422.9082,2500,35432363.8,2500.0,35432363.79999287,,0,89291059.10820714,89291059.10820714,50.4,2500.0,38.38069572171131,0.45460816040170426,Regular,0.0
00030146-PLPBR,PR,Producto 00030146-PLPBR,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,1479.0,0.0,5038.0,0.0,3559.0,1008.0,0.0,1008,30149165.2493,30149165.2493,0,0.0,0.0,0.0,,0,30149165.2493,30149165.2493,4.9,408.69,0.0,1.4672619047619047,Regular,0.0
00030167,PR,Producto 00030167,2025-08-31,KG,Materia Prima,MATERIA PRIMA,7018.0,8572.5,7018.0,15789.9,0.0,7217.4,-765.6949999999997,1.1224660345264665,6252.305,89036330.8056,89036330.8056,4800,68354692.848,4800.0,68354692.84797847,,0,20681637.95762153,20681637.95762153,0.4,5984.115,0.0,2.1388112064270697,Regular,0.0
00030182,PR,Producto 00030182,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,0.0,0.0,0.0,0.0,0.0,4106.7,0.0,4106.7,63509925.9347,63509925.9347,0,0.0,0.0,0.0,,0,63509925.9347,63509925.9347,999.9,73.59,999.9,0.0,D,63509925.9347
00030204,PR,Producto 00030204,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,190.0,0.0,190.0,0.0,0.0,2304.0,0.0,2304,42324216.9984,42324216.9984,0,0.0,0.0,0.0,,0,42324216.9984,42324216.9984,145.2,5.6,133.5157894736842,0.08246527777777779,B,12697265.09952
003091,PR,Producto 003091,2025-08-31,KG,Materia Prima,MATERIA PRIMA,964.0,241.0,1533.0,241.0,569.0,0.0,,0.7461300309597523,1292,16521435.6459,16521435.6459,0,0.0,0.0,0.0,,0,16521435.6459,16521435.6459,64.3,0.0,52.33195020746888,0.18653250773993812,Regular,0.0
003114,PR,Producto 003114,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,0.0,1961.0,323.0,1961.0,323.0,,0.0,1638,12469667.4648,12469667.4648,0,0.0,0.0,0.0,,0,12469667.4648,12469667.4648,999.9,0.0,999.9,0.0,C,6234833.7324
003128,PR,Producto 003128,2025-08-31,KG,Materia Prima,MATERIA PRIMA,2337.0,1551.0,3165.0,1947.31,828.0,396.30999999999995,,1.4479553903345725,1614,17919435.0,17919435.0,300,3330750.0,300.0,3330750.0,,0,14588685.0,14588685.0,10.2,301.043,0.0,1.1468401486988848,Regular,0.0
003144,PR,Producto 003144,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,0.0,964.0,0.0,964.0,0.0,,0.0,964,10652200.0,10652200.0,0,0.0,0.0,0.0,,0,10652200.0,10652200.0,999.9,0.0,999.9,0.0,D,10652200.0
003162,PR,Producto 003162,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,280.2,0.0,280.2,0.0,0.0,442.4,0.0,442.4,3575821.872,3575821.872,0,0.0,0.0,0.0,,0,3575821.872,3575821.872,18.9,0.0,6.946466809421842,0.6333634719710669,A,536373.2808
015070,PR,Producto 015070,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,0.0,0.0,1804.0,0.0,1804.0,2242.0,0.0,2242,23871666.6835,23871666.6835,0,0.0,0.0,0.0,,0,23871666.6835,23871666.6835,999.9,19.95,999.9,0.0,C,11935833.34175
015081,PR,Producto 015081,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,5.0,0.0,5.0,0.0,0.0,9899.0,0.0,9899,88804743.8857,88804743.8857,0,0.0,0.0,0.0,,0,88804743.8857,88804743.8857,999.9,0.0,999.9,0.0005051015254066149,B,26641423.16571
015081-COL-B-M,PR,Producto 015081-COL-B-M,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,0.0,0.0,0.0,0.0,0.0,169.938,0.0,169.938,1234599.57,1234599.57,0,0.0,0.0,0.0,,0,1234599.57,1234599.57,999.9,0.0,999.9,0.0,Muestra,0.0
015086,PR,Producto 015086,2025-08-31,KG,Materia Prima,MATERIA PRIMA,10540.0,6233.88,10540.0,15489.768,0.0,9255.887999999999,-2342.678,1.2857857724754498,8197.322,94437850.8501,94437850.8501,20000,230411470.6,8197.322,94437850.8501,,0,0.0,0.0,0.0,8197.322,0.0,3.2002988293005936,Regular,0.0
015091,PR,Producto 015091,2025-08-31,KG,Materia Prima,MATERIA PRIMA,10774.0,16355.7,10774.0,29456.17,0.0,13100.469999999998,1669.8989999999994,0.8658058057205382,12443.899,143922775.8568,143922775.8568,0,0.0,0.0,0.0,,0,143922775.8568,143922775.8568,9.1,0.0,0.0,1.3143549300745692,Regular,0.0
015100-PLPBR,PR,Producto 015100-PLPBR,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,4898.0,0.0,4898.0,0.0,0.0,13300.2,0.0,13300.2,226990223.2875,226990223.2875,0,0.0,0.0,0.0,,0,226990223.2875,226990223.2875,32.4,91.429,20.585218456512862,0.36826513887009216,B,68097066.98625
015128,PR,Producto 015128,2025-08-31,KG,Materia Prima,MATERIA PRIMA,5046.0,9609.0,5046.0,11627.6,0.0,2018.6000000000004,-2805.0,2.251673360107095,2241,25771500.0,25771500.0,0,0.0,0.0,0.0,,0,25771500.0,25771500.0,1.7,894.01,0.0,4.287817938420348,Regular,0.0
015144,PR,Producto 015144,2025-08-31,KG,Materia Prima,MATERIA PRIMA,2545.0,677.0,2545.0,3259.0,0.0,2582.0,-677.0,1.3624197002141327,1868,21482000.0,21482000.0,300,3450000.0,300.0,3450000.0,,0,18032000.0,18032000.0,27.8,300.64,15.793205317577549,0.5230192719486082,Regular,0.0
015162,PR,Producto 015162,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,0.0,0.0,0.0,0.0,0.0,1839.5,0.0,1839.5,17077892.4677,17077892.4677,0,0.0,0.0,0.0,,0,17077892.4677,17077892.4677,999.9,0.0,999.9,0.0,D,17077892.4677
015162-COL-A-M,PR,Producto 015162-COL-A-M,2025-08-31,KG,Materia Prima,MATERIA PRIMA,0.0,0.0,0.0,0.0,0.0,0.0,73.46,0.0,73.46,410494.48,410494.48,0,0.0,0.0,0.0,,0,410494.48,410494.48,999.9,0.0,999.9,0.0,Muestra,0.0
1-CJDE08-048054,TL,Producto 1-CJDE08-048054,2025-08-31,un,Acabados,PRODUCTOS TERMINADOS,11547.0,11547.0,11547.0,11547.0,0.0,0.0,-11547.0,9.99,0,0.0,0.0,12467,80275471.7856,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
2 EXT SIPA-01,TL,Producto 2 EXT SIPA-01,2025-08-31,un,Acabados,PRODUCTOS TERMINADOS,200.0,200.0,200.0,200.0,0.0,0.0,-200.0,9.99,0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,0.0
288811353-M,TL,Producto 288811353-M,2025-08-31,un,Acabados,PRODUCTOS TERMINADOS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,30943.04,30943.04,0,0.0,0.0,0.0,,0,30943.04,30943.04,999.9,0.0,999.9,0.0,Muestra,0.0
